DATE,Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),Block demanded in(MINS),Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,AB-VGM,KPD-JTJ,,DN,,13:40,15:10,90,13:40,15:10,90,,,UTV 164,,,,,,,,,13:40,15:10,90,,,32 RAILS UNLOAD,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,YD,,16:00,16:30,30,16:00,16:30,30,,,UTV 164,,,,,,,,,16:00,16:30,30,,,7 RAILS UNLOAD,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,EAST,TVT-TNP,MAS-GDR,,UP/F,,11:00,15:00,240,,,0,,,BCM 704,,,,,,,,,,,0,,,LB NOT PERMITTED,,,,,,,NP,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,EAST,TVT-TNP,MAS-GDR,,UP/F,,11:00,13:00,120,,,0,,,MFI 56924,,,,,,,,,,,0,,,LB NOT PERMITTED,,,,,,,NP,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,EAST,TADA-AKM,MAS-GDR,,UP,,23:35,01:35,120,23:35,01:35,120,,,DTE 56743,,,,,,,,,23:35,01:40,125,,,2800 SLEEPERS,,,,,,,65/250-63/530,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,CENTRAL,KBT YD,TRL-KPD,,DN/F&UP/S,,23:50,01:50,120,23:50,01:50,120,,,MFI 56916,,,,,,,,,23:50,02:20,150,,,1.7 UNIT + 550 SLEEPERS,,,,,,,PT:70B&A,TRL B,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,PEI-MTL,MSB-VM,,UP,,20:45,00:00,195,20:45,00:00,195,,,BCM 358,,,,,,,,,20:45,00:00,195,,,80 M,,,,,,,135/390-310,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,PEI-MTL,MSB-VM,,UP,,20:45,00:00,195,20:45,00:00,195,,,DUO 8052,,,,,,,,,21:25,00:00,155,,,1800 SLEEPERS,,,,,,,"140/500-139/700
 135/700-400",TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,PEI-MTL,MSB-VM,,UP,,20:45,00:00,195,20:45,00:00,195,,,DGS 353,,,,,,,,,21:25,00:00,155,,,1000 M,,,,,,,"140/500-139/700
 135/700-400",TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,UP,,20:00,23:30,210,20:00,23:30,210,,,T-28,,,,,,,,,20:00,00:08,248,,,1 in 12 TWS NEW POINT LAID,,,,,,,PT:63B,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,PV-STM,MSB-VM,,B,,23:55,02:30,155,23:55,02:30,155,,,DUO 8078,,,,,,,,,23:55,02:25,150,,,3400 SLEEPERS,,,,,,,21/00-22/300,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,AJJN YD,AJJ-RU,,DN,,23:00,02:00,180,,,0,,,UNIMAT 8403,,,,,,,,,,,0,,,BLOCK PERMITTED AFTER 00.00HRS,,,,,,,NA,AJJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,EAST,,,,,,,,0,,,0,,,UTV 066,,,,,,,,,,,0,,,MC IOH,,,,,,,,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,,,,,,,,0,,,0,,,FRM 1878,,,,,,,,,,,0,,,MC UNDER REPAIRE,,,,,,,NA,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,TDK-VGA,AJJ-RU,,UP,,00:50,02:20,90,00:50,02:20,90,,,BT UNLOAD,,,,,,,,,00:50,02:20,90,,,13 BOBYN UNLOADED,,,,,,,"112/7-110/25
 108/25-107/15
 105/13-104/27",PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,TDK-PUT,AJJ-RU,,UP,,00:10,02:20,130,00:10,02:20,130,,,MFBW,,,,,,,,,00:10,02:20,130,,,14 WELDS,,,,,,,113/31-29,PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,NG-VGA,AJJ-RU,,DN,,12:32,13:17,45,12:32,13:17,45,,,CUTTING WIDENING,,,,,,,,,12:32,13:17,45,,,WORK DONE,,,,,,,,TRT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,NG-VGA,AJJ-RU,,DN,,12:32,13:17,45,12:32,13:17,45,,,DES/WW,,,,,,,,,12:32,13:17,45,,,1 WELD,,,,,,,98/24-26,TRT,ROLLING BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,CGL YD,MSB-VM,,UP,,13:40,15:00,80,13:40,15:00,80,,,WW,,,,,,,,,13:40,15:00,80,,,1 WELD,,,,,,,,CGL,ROLLING BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,PV YD,MSB-VM,,A,,10:30,11:30,60,10:30,11:30,60,,,JT inspection notes,,,,,,,,,10:30,11:30,60,,,WORK DONE,,,,,,,,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,MSB-MS,MSB-VM,,MAIN,,12:20,13:20,60,12:20,13:20,60,,,PF DISMANDLING,,,,,,,,,12:20,13:20,60,,,WORK DONE,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,SOUTH,MSB-MS,MSB-VM,,MAIN,,15:05,16:00,55,15:05,16:00,55,,,PF DISMANDLING,,,,,,,,,15:05,16:00,55,,,WORK DONE,,,,,,,,MS,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,KDY YD,KPD-JTJ,,DN,,11:30,13:30,120,11:30,13:30,120,,,JT inspection notes,,,,,,,,,11:30,13:30,120,,,WORK DONE,,,,,,,,JTJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,SHU YD,TRL-KPD,,DN,,12:15,13:45,90,12:15,13:45,90,,,RR/WW,,,,,,,,,12:15,13:45,90,,,12.75M+12.63M+2 WELD+ 7 CUTTING,,,,,,,89/10-12,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,CTRE-MDVE,TRL-KPD,,UP,,19:55,20:10,15,19:55,20:10,15,,,BT UNLOAD,,,,,,,,,19:55,20:10,15,,,2 BOBYN UNLOAD,,,,,,,,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,TUG YD,TRL-KPD,,UP,,23:05,01:05,120,23:05,01:05,120,,,RR/WW,,,,,,,,,23:05,01:05,120,,,6.50M+6.50M+ 4 WELD,,,,,,,94/15-11,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,JTJ-KDY,KPD-JTJ,,UP,,20:00,22:00,120,20:00,22:00,120,,,GJ/WW,,,,,,,,,20:00,22:00,120,,,6.50M+9.70M+3 WELD,,,,,,,,JTJ,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,AB-PCKM,KPD-JTJ,,UP,,20:05,23:35,210,20:05,23:35,210,,,MFBW,,,,,,,,,20:05,23:35,210,,,20 WELD + 21 WELD,,,,,,,"178/9-21
 178/15-25",AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,EAST,TADA-AKM,MAS-GDR,,UP,,23:35,01:35,120,23:35,01:35,120,,,SHEET PILLING WORK,,,,,,,,,23:35,01:45,130,,,3 SHEET DRIVEN,,,,,,,LC.47,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2024,ENGG,WEST,SVF YD,AJJ-RU,,UP,,23:40,01:40,120,23:40,01:40,120,,,WW,,,,,,,,,23:40,01:40,120,,,3 WELD,,,,,,,122B/27-25,PUT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,CENTRAL,AVD-PAB,MAS-AJJ-DN-SLOW - 00:30HRS-03:30HRS-ALL DAYS,,DN SLOW,,01:00,03:00,120,,,0,23/000,24/000,BRM WORK,NA,NA,,NA,NO,,JE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date on which block is required (If the block is required from 00:00hrs to 23:59hrs today it should be demanded for current date & if the block is required after 00:00hrs tonight the block demanded date should be tomorrow's date),Department,DEN,Block Section/ Yard,CORRIDOR block section,corridor block period,UP/ DN Line,Block demanded in Hrs(Day or Night),Demanded time (From),Demanded time (To),#VALUE!,Permitted time (From) No need to fill,Permitted time (To) No need to fill,BLOCK PERMITTED MINS,Location - FROM,Location - TO,Nautre of work & Quantum of Output Planned,Need for disconnection (If Yes Track Circuit and Signals Affected) Please give specific details without fail,Caution required,Caution required (if yes with relaxation date dd:mm:yyyy),Power Block & its Elementary Section. Please give specific details without fail,"Resources needed (M/C, Manpower, Supervisors) Include Crane,JCB,porcelain or any other equipment also",Whether site preparation & resources ready,Supervisors to be deputed (JE/SSE with section),Coaching repercussions/ Movement Repercussions,"Actual Block Granted From
  No need to fill","Actual Block Granted To
  No need to fill","Actual block duration MINS
  No need to fill","Over all % granted for the day
  No need to fill","Output as per Manual
  No need to fill","Actual Output
 ","% Output vs Planned
  No need to fill","% Output
 vs
 Planned",PROGRESS,,,,LOCATION,SECTION,ARB/RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,EAST,TVT YD,MAS-GDR,,UP/F,,11:00,15:00,240,11:00,15:00,240,,,BCM 704,,,,,,,,,13:00,16:20,200,,,614 MTRS (68 TO 01 SLEEPERS ),,,,,,,PT NO 111A,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,EAST,TVT YD,MAS-GDR,,UP/F,,13:00,16:20,200,13:00,16:20,200,,,MFI 56924,,,,,,,,,13:00,16:20,200,,,1 UNIT+100 SLEEPERS ,,,,,,,PT NO 111A,TVT,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,MMK-MLMR,MS-VM,,DN,,11:55,14:15,140,11:55,14:15,140,,,BRM R 32,,,,,,,,,11:55,14:15,140,,,3000 MTRS,,,,,,,85/450-86/200,ACK,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,SIDNIG,,09:45,10:45,60,09:45,10:45,60,,,UTV 164,,,,,,,,,09:45,10:45,60,,,13 RAILS LOADED ,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,MPI-PCKM,KPD-JTJ,,DN,,12:40,13:20,40,12:40,13:20,40,,,UTV 164,,,,,,,,,12:40,13:20,40,,,10 RAILS UNLOADED +3 RAILS LOADED  ,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,,,14:10,14:40,30,14:10,14:40,30,,,UTV 164,,,,,,,,,14:10,14:40,30,,,9 RAILS UNLOADED +10 RAILS SHIFTED ,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,DN,,15:15,16:30,75,15:15,16:30,75,,,UTV 164,,,,,,,,,15:15,16:30,75,,,60 PSC UNLOADED ,,,,,,,,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,MDVE YD,TRL-KPD,,UP,,16:00,18:00,120,16:40,18:10,90,,,DUO 8113,,,,,,,,,16:40,18:10,90,,,1840 SLEEPERS ,,,,,,,85/950-86/750,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,MDVE YD,TRL-KPD,,UP,,16:00,18:00,120,16:40,18:10,90,,,DGS 350,,,,,,,,,16:40,18:10,90,,,800 MTRS,,,,,,, PT NO 52B,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,AJJ YD,TRL-KPD,,DN,,01:00,03:00,120,01:00,02:30,90,,,UNIMAT 4S,,,,,,,,,01:00,02:30,90,,,1 UNIT+600 SLEEPERS ,,,,,,,,WJR,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,PV-TBM,MS-VM,,A LINE,,03:00,05:00,120,03:15,04:35,80,,,DUO 8078,,,,,,,,,03:15,04:35,80,,,1700 SLEEPERS ,,,,,,,23/300-24/300,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,CGL YD,MS-VM,,UP,,00:10,01:40,90,00:10,01:40,90,,,UTV 047,,,,,,,,,00:10,01:40,90,,,30 RAILS LOADED ,,,,,,,,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,CGL-SKL,MS-V M,,3 RD LINE,,02:05,03:30,85,02:05,03:30,85,,,UTV 047,,,,,,,,,02:05,03:30,85,,,30 RAILS UNLOADED ,,,,,,,,CGL,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,VDR YD,MS-VM,,DN,,00:00,02:05,125,00:45,02:50,125,,,MPT 2004,,,,,,,,,00:45,02:50,125,,,0.7 UNIT+500 SLEEPERS ,,,,,,,PT NO 62B,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,VDR YD,MS-VM,,DN,,03:00,05:00,120,03:30,04:00,30,,,MPT 2004,,,,,,,,,03:30,04:00,30,,,0.3 UNIT,,,,,,,PT NO 62 B,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,CENTRAL,PEW-VPY,MAS-TRL,,UP/SLOW,,01:30,02:35,65,01:30,02:35,65,,,UTV 024,,,,,,,,,01:30,02:35,65,,,14 RAILS LOADED ,,,,,,,,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,CENTRAL,BBQ-KOK ,MAS-TRL,,DN NEL,,03:10,03:40,30,03:10,03:40,30,,,UTV 024,,,,,,,,,03:10,03:40,30,,,14 RAILS UNLOADED ,,,,,,,,WST A,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,EAST,AKM-TADA,MAS-GDR,,DN  ,,03:00,05:00,120,03:45,05:15,90,,,DTE 56743,,,,,,,,,03:45,05:15,90,,,67/700-66/600,,,,,,,1880 SLEEPERS ,SPE,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,MTL YD,MS-VM,,UP,,20:00,00:00,240,20:40,00:20,220,,,BCM 358,,,,,,,,,20:40,00:20,220,,,135/310-135/160,,,,,,,150 MTRS,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,PEI-MTL,MS-VM,,UP,,20:55,00:18,203,20:55,00:18,203,,,DUO 8052,,,,,,,,,20:55,00:18,203,,,"136/800-135/800,135/400-135/150",,,,,,,3200 SLEEPERS ,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,PEI-MTL,MS-VM,,UP,,20:55,00:18,203,20:55,00:18,203,,,DGS 353,,,,,,,,,20:55,00:18,203,,,"136/800-135/800,135/400-135/150",,,,,,,1250 MTRS,TMV,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,WEST,AB YD,KPD-JTJ,,UP LINE ,,21:00,23:33,153,21:00,23:33,153,,,MFI 57110,,,,,,,,,21:00,23:33,153,,,1 UNIT+500 SLEEPERS ,,,,,,,PT NO 63B,AB,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-01-2024,ENGG,SOUTH,PV YD,MS-VM,,B LINE ,,23:10,02:00,170,23:10,02:00,170,,,DUO 8078,,,,,,,,,23:10,02:00,170,,,4500 SLEEEPERS ,,,,,,,22/300-23/500,TBM,ADDITIONAL BLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
